apache-ant-1.7.0,"/*
                            Ignore method m, as there is an overloaded
                            form of this method that takes in a
                            non-string argument, which gains higher
                            priority.
                        */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                         *  Ignore this method as there is an addConfigured
                         *  form of this method that has a higher
                         *  priority
                         */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                         * stub is derived from implementation,
                         * tie from interface name.
                         */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                        If the argument is not a String or Location,
                        and if there
                        is an overloaded form of this method already defined,
                        we just override that with the new one.
                        This mechanism does not guarantee any specific order
                        in which the methods will be selected: so any code
                        that depends on the order in which ""set"" methods have
                        been defined, is not guaranteed to be selected in any
                        particular order.
                    */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                     * The main conditional logic -- if the attribute
                     * is somehow ""special"" (i.e., it has known
                     * semantic meaning) then deal with it
                     * appropriately.
                     */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                     * shouldn't throw out deprecation warnings before we know,
                     * the wrong version has been used.
                     */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                     if the permission was not explicitly granted or revoked
                     the original security manager will do its work
                    */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                  Calculate the cost of this group as coded
                  by each of the coding tables.
                */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                  Complete the big bucket [ss] by quicksorting
                  any unsorted small buckets [ss, j].  Hopefully
                  previous pointer-scanning phases have already
                  completed many of the small buckets [ss, j], so
                  we don't have to sort them at all.
            */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                  Find the coding table which is best for this group,
                  and record its identity in the selector table.
                */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                  Increment the symbol frequencies for the selected table.
                */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                  Process big buckets, starting with the least full.
            */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                  This loop is hammered during decompression,
                  hence avoid native method call overhead of
                  System.arraycopy for very small ranges to copy.
                */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                 * Add each stub/skeleton class to the list of EJB files.  Note
                 * that each class is added even if it doesn't exist now.
                 */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                 * I know, this is not necessary, but I prefer it explicit (SB)
                 */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                 * Plain impossible with UTF8, see
                 * http://java.sun.com/j2se/1.5.0/docs/guide/intl/encoding.doc.html
                 *
                 * fallback to platform specific anyway.
                 */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
                 * This is a rather hairy case.
                 *
                 * One of our subclasses knows that we need to update the
                 * archive, but at the same time, there are no resources
                 * known to us that would need to be added.  Only the
                 * subclass seems to know what's going on.
                 *
                 * This happens if <jar> detects that the manifest has changed,
                 * for example.  The manifest is not part of any resources
                 * because of our support for inline <manifest>s.
                 *
                 * If we invoke createEmptyZip like Ant 1.5.2 did,
                 * we'll loose all stuff that has been in the original
                 * archive (bugzilla report 17780).
                 */",DESIGN
apache-ant-1.7.0,"/*
                 * XXX - failed to load the class properly.
                 *
                 * should we print a warning here?
                 */",DESIGN
apache-ant-1.7.0,"/*
                fragments.addElement(value.substring(pos + 1, pos + 2));
                prev = pos + 2;
                */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
               If verbosity is MSG_VERBOSE, that mean we are doing
               regular logging (backwards as that sounds).  In that
               case, we want to print one message about deleting the
               top of the directory tree.  Otherwise, the removeDir
               method will handle messages for _all_ directories.
             */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
              Now ftab contains the first loc of every small bucket.
              Calculate the running order, from smallest to largest
              big bucket.
        */",WITHOUT_CLASSIFICATION
apache-ant-1.7.0,"/*
              Recompute the tables based on the accumulated frequencies.
            */",WITHOUT_CLASSIFICATION
